=== 11 修改项恢复核对（29f7033 path blob == aa9da33 path blob）===
分类	path	fix_blob(29f7033)	base_blob(aa9da33)	相等
恢复	README.md	a6ed4c92088b5fcf24f5e1c22949357de04a2b15	a6ed4c92088b5fcf24f5e1c22949357de04a2b15	是
恢复	knowledge/current-status.md	d8bb5b43a5591089f4b851424119eb9f8808b1c8	d8bb5b43a5591089f4b851424119eb9f8808b1c8	是
恢复	knowledge/development-workflow.md	1afcb2d4365125567f05dfcb70bdaf5eb26d3884	1afcb2d4365125567f05dfcb70bdaf5eb26d3884	是
恢复	knowledge/history/README.md	c6a299239a97e65102b89412f2f3dd9e2bd6b92b	c6a299239a97e65102b89412f2f3dd9e2bd6b92b	是
恢复	knowledge/known-issues.md	5cba9d4bd327072bfff7b855e9a2606adbcc9927	5cba9d4bd327072bfff7b855e9a2606adbcc9927	是
恢复	memory/README.md	e4cf84ce282e388d2dd4ef3ab3577edf3906fac0	e4cf84ce282e388d2dd4ef3ab3577edf3906fac0	是
恢复	memory/features.md	94577031f0e0baa41b9b9941d1ccfac5f2d7fdb5	94577031f0e0baa41b9b9941d1ccfac5f2d7fdb5	是
恢复	memory/handoff.md	3585095c7516969fb3542c438f1da37b9cd0dc5f	3585095c7516969fb3542c438f1da37b9cd0dc5f	是
恢复	memory/issues.md	0798ed4bcd487434a79912a6f53c64c25f88c027	0798ed4bcd487434a79912a6f53c64c25f88c027	是
恢复	memory/state.md	7bbc13336a3a65364238d65282c2e1331e9dc13e	7bbc13336a3a65364238d65282c2e1331e9dc13e	是
恢复	todo/requirement-pool.md	0a56eb8c22989e2537c658415e8916bbf2c9fa6a	0a56eb8c22989e2537c658415e8916bbf2c9fa6a	是
=== 25 合法保留项核对（29f7033 path blob == cece784 path blob）===
分类	path	fix_blob(29f7033)	src_blob(cece784)	相等
保留	product/governance/supplemental-execution-prompt-template.md	4917034dcdca42deeaa5ddf447fd5e58984817de	4917034dcdca42deeaa5ddf447fd5e58984817de	是
保留	product/p51-agent-coding-engine-decoupling/ready/direction-p51-agent-coding-engine-decoupling.md	00932dca173e4af3f3716b70a9f219defc858966	00932dca173e4af3f3716b70a9f219defc858966	是
保留	product/p51-agent-coding-engine-decoupling/receipts/completion-p51-agent-coding-engine-decoupling.md	16897a17f8c414329133be4fe1a7a1d1dafb7b76	16897a17f8c414329133be4fe1a7a1d1dafb7b76	是
保留	product/p51-agent-coding-engine-decoupling/receipts/planning-final-reconciliation-p51-main-terminal-authority-03.md	620d1b31913bac692b28158b5875b384de6ba151	620d1b31913bac692b28158b5875b384de6ba151	是
保留	product/p51-agent-coding-engine-decoupling/receipts/planning-rereview-p51-main-current-state-02.md	34213eb5db9048419548347debd04ed48beac372	34213eb5db9048419548347debd04ed48beac372	是
保留	product/p51-agent-coding-engine-decoupling/receipts/planning-review-p51-agent-coding-engine-decoupling-01.md	969a3507fe35b7bdd39f4c9968e228869cc8748d	969a3507fe35b7bdd39f4c9968e228869cc8748d	是
保留	roles/executor.md	77475866d8169b20b9eb43735fbeafa3bddcce38	77475866d8169b20b9eb43735fbeafa3bddcce38	是
保留	roles/planner.md	d8507f8444dff18f5ff940220d24f5552024d6b7	d8507f8444dff18f5ff940220d24f5552024d6b7	是
保留	search_fallback/p51-branch-decoupling-exploration.md	547507fc9a1d733b9ecb816c03b0da56338a0c7b	547507fc9a1d733b9ecb816c03b0da56338a0c7b	是
保留	search_fallback/p51-main-current-state-revalidation-evidence/01-refs-and-branches.txt	6fd8144c81e536c0c4ea85fb9d5164df626889bf	6fd8144c81e536c0c4ea85fb9d5164df626889bf	是
保留	search_fallback/p51-main-current-state-revalidation-evidence/02-tracks-main-vs-develop.txt	6ced813fe273ba9543c3b32f9a090cffb7a83f93	6ced813fe273ba9543c3b32f9a090cffb7a83f93	是
保留	search_fallback/p51-main-current-state-revalidation-evidence/03-scan-smw-absport-pi-zero-hits.txt	00f78ca09058342a659dcf8f27254bf402f1e3f0	00f78ca09058342a659dcf8f27254bf402f1e3f0	是
保留	search_fallback/p51-main-current-state-revalidation-evidence/04-system-roles-per-commit.txt	e9b3510525db69a0105b85ccfc343f4ee456a5dd	e9b3510525db69a0105b85ccfc343f4ee456a5dd	是
保留	search_fallback/p51-main-current-state-revalidation-evidence/05-governance-selfcheck.txt	bb5dd67766bd2a51c8c5fe551c9b5acf50989422	bb5dd67766bd2a51c8c5fe551c9b5acf50989422	是
保留	search_fallback/p51-main-current-state-revalidation.md	aee0207b9658747b18df89dbb6db5462a4c41d22	aee0207b9658747b18df89dbb6db5462a4c41d22	是
保留	search_fallback/p51-main-terminal-history-reconciliation-evidence/01-p51-tracked-files.txt	080731959cfce7bbffc66d7207392d18fda44b5a	080731959cfce7bbffc66d7207392d18fda44b5a	是
保留	search_fallback/p51-main-terminal-history-reconciliation-evidence/02-file-headers-and-conclusions.txt	5ad7b400092153da49c13fe75b5ab4c8acba1358	5ad7b400092153da49c13fe75b5ab4c8acba1358	是
保留	search_fallback/p51-main-terminal-history-reconciliation-evidence/03-commit-timeline.txt	2493a203cf52969266273f31294ddb2f60053a6b	2493a203cf52969266273f31294ddb2f60053a6b	是
保留	search_fallback/p51-main-terminal-history-reconciliation-evidence/04-completed-authority.txt	3809342817b167ea4c71f900356e0771155d92ac	3809342817b167ea4c71f900356e0771155d92ac	是
保留	search_fallback/p51-main-terminal-history-reconciliation-evidence/05-g04-g06-verdicts.txt	667fd960f8c54639cdb16d6ba77029ab78650b11	667fd960f8c54639cdb16d6ba77029ab78650b11	是
保留	search_fallback/p51-main-terminal-history-reconciliation-evidence/06-tracked-83-vs-70.txt	20c23f23e7f0e05e2eadafb55294f3873e2a1934	20c23f23e7f0e05e2eadafb55294f3873e2a1934	是
保留	search_fallback/p51-main-terminal-history-reconciliation.md	3414612da81901e0090d996e3288049b6e3bb084	3414612da81901e0090d996e3288049b6e3bb084	是
保留	search_task/p51-branch-decoupling-exploration.md	dc9e0568cebb6c236810cea9a9ed4a6cfae4045f	dc9e0568cebb6c236810cea9a9ed4a6cfae4045f	是
保留	search_task/p51-main-current-state-revalidation.md	942e9f38eda279445697c10e7a416a8ab7b4d8ca	942e9f38eda279445697c10e7a416a8ab7b4d8ca	是
保留	search_task/p51-main-terminal-history-reconciliation.md	85418e8f9de7aca423910e18ed3387a33d6efb42	85418e8f9de7aca423910e18ed3387a33d6efb42	是
=== 211 删除项表 ===
分类	path	src_blob(cece784)	retain_commit	retain_path_blob	结果
分类	path	src_commit	src_blob	retain_commit	retain_path	retain_blob	相等/祖先
删除	product/p45-login-security/receipts/planning-execution-prompt-p45-login-security-02.md	cece78474c37c552677770a3a249ce1e8e682a80	bcc828fb95c852324be724928690e177c4ecd169	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-execution-prompt-p45-login-security-02.md	bcc828fb95c852324be724928690e177c4ecd169	相等
删除	product/p45-login-security/receipts/planning-execution-prompt-p45-login-security-03.md	cece78474c37c552677770a3a249ce1e8e682a80	485e8210324d83894c936ededfbf481babe1f62c	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-execution-prompt-p45-login-security-03.md	485e8210324d83894c936ededfbf481babe1f62c	相等
删除	product/p45-login-security/receipts/planning-execution-prompt-p45-login-security-04.md	cece78474c37c552677770a3a249ce1e8e682a80	8418148a7c4420ea9054beaab5dbbe4b92bb3ea6	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-execution-prompt-p45-login-security-04.md	8418148a7c4420ea9054beaab5dbbe4b92bb3ea6	相等
删除	product/p45-login-security/receipts/planning-execution-prompt-p45-login-security-05.md	cece78474c37c552677770a3a249ce1e8e682a80	7c33f6fb736a1b278e401ca8d3339bcb539247f9	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-execution-prompt-p45-login-security-05.md	7c33f6fb736a1b278e401ca8d3339bcb539247f9	相等
删除	product/p45-login-security/receipts/planning-execution-prompt-p45-login-security-06.md	cece78474c37c552677770a3a249ce1e8e682a80	39026bf3753ec5e878cadfb4fb9f37bacc579a0e	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-execution-prompt-p45-login-security-06.md	39026bf3753ec5e878cadfb4fb9f37bacc579a0e	相等
删除	product/p45-login-security/receipts/planning-review-p45-exploration-20260901.md	cece78474c37c552677770a3a249ce1e8e682a80	7e7ba7370e2feb716e341a2a962d595ee29a7fd3	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-review-p45-exploration-20260901.md	7e7ba7370e2feb716e341a2a962d595ee29a7fd3	相等
删除	product/p45-login-security/receipts/planning-review-p45-implementation-01.md	cece78474c37c552677770a3a249ce1e8e682a80	22b85bcfa1846c2d2e8ecf725d75629a3ed16056	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-review-p45-implementation-01.md	22b85bcfa1846c2d2e8ecf725d75629a3ed16056	相等
删除	product/p45-login-security/receipts/planning-review-p45-implementation-02.md	cece78474c37c552677770a3a249ce1e8e682a80	add5a892abd8b196f881c25de9a47e22eb19bdc6	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-review-p45-implementation-02.md	add5a892abd8b196f881c25de9a47e22eb19bdc6	相等
删除	product/p45-login-security/receipts/planning-review-p45-implementation-03.md	cece78474c37c552677770a3a249ce1e8e682a80	3a5093f71db9ca54a469da4cbf746f853ce637a2	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-review-p45-implementation-03.md	3a5093f71db9ca54a469da4cbf746f853ce637a2	相等
删除	product/p45-login-security/receipts/planning-review-p45-implementation-04.md	cece78474c37c552677770a3a249ce1e8e682a80	be2a1458c1b5dee4b5b7109bd61fc3921dd76052	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-review-p45-implementation-04.md	be2a1458c1b5dee4b5b7109bd61fc3921dd76052	相等
删除	product/p45-login-security/receipts/planning-review-p45-implementation-05.md	cece78474c37c552677770a3a249ce1e8e682a80	d60820d3ea8e1942bc662aee920e769f31057638	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-review-p45-implementation-05.md	d60820d3ea8e1942bc662aee920e769f31057638	相等
删除	product/p45-login-security/receipts/planning-review-p45-implementation-06.md	cece78474c37c552677770a3a249ce1e8e682a80	56346424daec73ea6472712b0b64990c892bf54e	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-review-p45-implementation-06.md	56346424daec73ea6472712b0b64990c892bf54e	相等
删除	product/p45-login-security/receipts/planning-review-p45-implementation-07.md	cece78474c37c552677770a3a249ce1e8e682a80	3cb1e7e837b3e54632233f2c198028571ccde39d	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-review-p45-implementation-07.md	3cb1e7e837b3e54632233f2c198028571ccde39d	相等
删除	product/p45-login-security/receipts/planning-review-p45-implementation-08.md	cece78474c37c552677770a3a249ce1e8e682a80	58b97a151671d3e64451347b1d28b0970e6e0b1c	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-review-p45-implementation-08.md	58b97a151671d3e64451347b1d28b0970e6e0b1c	相等
删除	product/p45-login-security/receipts/planning-terminal-final-review-p45-20260901.md	cece78474c37c552677770a3a249ce1e8e682a80	e3170b23f331ca78f92fa0ddc0f15acf2a05a482	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/planning-terminal-final-review-p45-20260901.md	e3170b23f331ca78f92fa0ddc0f15acf2a05a482	相等
删除	product/p45-login-security/receipts/supplement-evidence-p45-gaps-20260901.md	cece78474c37c552677770a3a249ce1e8e682a80	6ecc8c8337c5304380d07db3e4719e3a9198de33	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p45-login-security/receipts/supplement-evidence-p45-gaps-20260901.md	6ecc8c8337c5304380d07db3e4719e3a9198de33	相等
删除	product/p52-form-workbench/passed/direction-p52-form-workbench-stage3.md	cece78474c37c552677770a3a249ce1e8e682a80	4870cc26dbe4cd6f8bdd2dc6211f2c50b5aac6ad	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/passed/direction-p52-form-workbench-stage3.md	4870cc26dbe4cd6f8bdd2dc6211f2c50b5aac6ad	相等
删除	product/p52-form-workbench/passed/direction-p52-form-workbench.md	cece78474c37c552677770a3a249ce1e8e682a80	4ccc228e97306a9520b01b06ee00af870d5f2802	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/passed/direction-p52-form-workbench.md	4ccc228e97306a9520b01b06ee00af870d5f2802	相等
删除	product/p52-form-workbench/receipts/R1-load-race/after-late-b-identity.png	cece78474c37c552677770a3a249ce1e8e682a80	c3c24e5e3146a7b85b6aa5da4dcfac6cb9115b1e	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R1-load-race/after-late-b-identity.png	c3c24e5e3146a7b85b6aa5da4dcfac6cb9115b1e	相等
删除	product/p52-form-workbench/receipts/R1-load-race/before-after.json	cece78474c37c552677770a3a249ce1e8e682a80	0b1af0874385ef8ecd6276fee8764b17db26a1bf	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R1-load-race/before-after.json	0b1af0874385ef8ecd6276fee8764b17db26a1bf	相等
删除	product/p52-form-workbench/receipts/R1-load-race/form-a-opened.png	cece78474c37c552677770a3a249ce1e8e682a80	8872144d69c671c4b80e01bcdf24f08f8e15cf7e	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R1-load-race/form-a-opened.png	8872144d69c671c4b80e01bcdf24f08f8e15cf7e	相等
删除	product/p52-form-workbench/receipts/R1-load-race/form-b-opened.png	cece78474c37c552677770a3a249ce1e8e682a80	dd578c9c55b5d92812a1101cbb80aecd31b4ce28	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R1-load-race/form-b-opened.png	dd578c9c55b5d92812a1101cbb80aecd31b4ce28	相等
删除	product/p52-form-workbench/receipts/R1-load-race/input.md	cece78474c37c552677770a3a249ce1e8e682a80	b6c09647cec01a2ddc366dfee72ce87dcf912ede	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R1-load-race/input.md	b6c09647cec01a2ddc366dfee72ce87dcf912ede	相等
删除	product/p52-form-workbench/receipts/R1-load-race/requests.json	cece78474c37c552677770a3a249ce1e8e682a80	d3537d3f82776e45fff764fc8b22b39010ea7ad7	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R1-load-race/requests.json	d3537d3f82776e45fff764fc8b22b39010ea7ad7	相等
删除	product/p52-form-workbench/receipts/R1-load-race/result.md	cece78474c37c552677770a3a249ce1e8e682a80	22094d215a7f954a6809b83190e407a1965d7f57	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R1-load-race/result.md	22094d215a7f954a6809b83190e407a1965d7f57	相等
删除	product/p52-form-workbench/receipts/R1-load-race/timeline.md	cece78474c37c552677770a3a249ce1e8e682a80	91f0d1359d3dfcbe09415fbcfec2eaf16b28c77a	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R1-load-race/timeline.md	91f0d1359d3dfcbe09415fbcfec2eaf16b28c77a	相等
删除	product/p52-form-workbench/receipts/R2-leave-guard/before-after.json	cece78474c37c552677770a3a249ce1e8e682a80	34aa5e7320879cfe68a3e3fed0df5a1ce4228c59	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R2-leave-guard/before-after.json	34aa5e7320879cfe68a3e3fed0df5a1ce4228c59	相等
删除	product/p52-form-workbench/receipts/R2-leave-guard/guard-dialog-unsaved-changes.png	cece78474c37c552677770a3a249ce1e8e682a80	c8281573f2a535e08643a58b217e36ce5ec5d2ce	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R2-leave-guard/guard-dialog-unsaved-changes.png	c8281573f2a535e08643a58b217e36ce5ec5d2ce	相等
删除	product/p52-form-workbench/receipts/R2-leave-guard/input.md	cece78474c37c552677770a3a249ce1e8e682a80	6d2cf1b99863188be2faab42489965ee01672115	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R2-leave-guard/input.md	6d2cf1b99863188be2faab42489965ee01672115	相等
删除	product/p52-form-workbench/receipts/R2-leave-guard/publish-invalid-column-blocked.png	cece78474c37c552677770a3a249ce1e8e682a80	03d186a1554c5bc3a7d93be18aae5b8dc0998b14	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R2-leave-guard/publish-invalid-column-blocked.png	03d186a1554c5bc3a7d93be18aae5b8dc0998b14	相等
删除	product/p52-form-workbench/receipts/R2-leave-guard/requests.json	cece78474c37c552677770a3a249ce1e8e682a80	942efb97918818f6e17f16142990f60890b5e0cf	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R2-leave-guard/requests.json	942efb97918818f6e17f16142990f60890b5e0cf	相等
删除	product/p52-form-workbench/receipts/R2-leave-guard/result.md	cece78474c37c552677770a3a249ce1e8e682a80	ab4a42d3d99a075c003652e2f2b31890b38fc278	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R2-leave-guard/result.md	ab4a42d3d99a075c003652e2f2b31890b38fc278	相等
删除	product/p52-form-workbench/receipts/R2-leave-guard/save-success-tag.png	cece78474c37c552677770a3a249ce1e8e682a80	df04fd8e5952a3b72a8a5d7c095761d6e2f56f24	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R2-leave-guard/save-success-tag.png	df04fd8e5952a3b72a8a5d7c095761d6e2f56f24	相等
删除	product/p52-form-workbench/receipts/R2-leave-guard/timeline.md	cece78474c37c552677770a3a249ce1e8e682a80	f6dde060b6ac7991239d17ed9676be560f1866a8	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R2-leave-guard/timeline.md	f6dde060b6ac7991239d17ed9676be560f1866a8	相等
删除	product/p52-form-workbench/receipts/R3-direction-conflict/result.md	cece78474c37c552677770a3a249ce1e8e682a80	cf010ba04ad1cdc37b777fcc42396947a5ed6656	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R3-direction-conflict/result.md	cf010ba04ad1cdc37b777fcc42396947a5ed6656	相等
删除	product/p52-form-workbench/receipts/R4-direction-conflict/rejected-panel-sample.png	cece78474c37c552677770a3a249ce1e8e682a80	652fa8a9645843d32885a53ca08e51a0ee24cd84	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R4-direction-conflict/rejected-panel-sample.png	652fa8a9645843d32885a53ca08e51a0ee24cd84	相等
删除	product/p52-form-workbench/receipts/R4-direction-conflict/result.md	cece78474c37c552677770a3a249ce1e8e682a80	86fab31d646a2fe572bd4ab2666787f5d6d90a83	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R4-direction-conflict/result.md	86fab31d646a2fe572bd4ab2666787f5d6d90a83	相等
删除	product/p52-form-workbench/receipts/R5-process-perms/before-after.json	cece78474c37c552677770a3a249ce1e8e682a80	29b21c70f66a28c9a0146f4ff31ba4697393abe4	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R5-process-perms/before-after.json	29b21c70f66a28c9a0146f4ff31ba4697393abe4	相等
删除	product/p52-form-workbench/receipts/R5-process-perms/input.md	cece78474c37c552677770a3a249ce1e8e682a80	55a0803973d6b3083777ecd22d20e36b7c98c037	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R5-process-perms/input.md	55a0803973d6b3083777ecd22d20e36b7c98c037	相等
删除	product/p52-form-workbench/receipts/R5-process-perms/requests.json	cece78474c37c552677770a3a249ce1e8e682a80	d6f8d3083a0d9c6acf51572ea3b75baf3ffc6e88	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R5-process-perms/requests.json	d6f8d3083a0d9c6acf51572ea3b75baf3ffc6e88	相等
删除	product/p52-form-workbench/receipts/R5-process-perms/result.md	cece78474c37c552677770a3a249ce1e8e682a80	d48d0519cc855d6911345e5905feabb413fe8f47	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R5-process-perms/result.md	d48d0519cc855d6911345e5905feabb413fe8f47	相等
删除	product/p52-form-workbench/receipts/R5-process-perms/timeline.md	cece78474c37c552677770a3a249ce1e8e682a80	bb7a224f9ce417f92960835b758373023584fdec	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/R5-process-perms/timeline.md	bb7a224f9ce417f92960835b758373023584fdec	相等
删除	product/p52-form-workbench/receipts/S1-read-permission/before-after.json	cece78474c37c552677770a3a249ce1e8e682a80	8f4a79cbd2b65e03fc67585feed47151e4b9d099	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/S1-read-permission/before-after.json	8f4a79cbd2b65e03fc67585feed47151e4b9d099	相等
删除	product/p52-form-workbench/receipts/S1-read-permission/deeplink-403-rejected-panel.png	cece78474c37c552677770a3a249ce1e8e682a80	598fd696b3aeec4fa5ffdc7252e7bd650533c459	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/S1-read-permission/deeplink-403-rejected-panel.png	598fd696b3aeec4fa5ffdc7252e7bd650533c459	相等
删除	product/p52-form-workbench/receipts/S1-read-permission/input.md	cece78474c37c552677770a3a249ce1e8e682a80	a6abe876d445ad9824a2fc36f6b08a0dddb61875	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/S1-read-permission/input.md	a6abe876d445ad9824a2fc36f6b08a0dddb61875	相等
删除	product/p52-form-workbench/receipts/S1-read-permission/requests.json	cece78474c37c552677770a3a249ce1e8e682a80	ce9d410053f6c0a0cc37fd7fb7b6833cb7160270	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/S1-read-permission/requests.json	ce9d410053f6c0a0cc37fd7fb7b6833cb7160270	相等
删除	product/p52-form-workbench/receipts/S1-read-permission/result.md	cece78474c37c552677770a3a249ce1e8e682a80	653b3674cd5c9334f96a157a7a1e1af1d5f1dd01	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/S1-read-permission/result.md	653b3674cd5c9334f96a157a7a1e1af1d5f1dd01	相等
删除	product/p52-form-workbench/receipts/S1-read-permission/timeline.md	cece78474c37c552677770a3a249ce1e8e682a80	7d8b245bb149946a6f024b87f5f6297da97ac475	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/S1-read-permission/timeline.md	7d8b245bb149946a6f024b87f5f6297da97ac475	相等
删除	product/p52-form-workbench/receipts/S2-admin-process-positive/before-after.json	cece78474c37c552677770a3a249ce1e8e682a80	08f2ed49d46703fd9fdd26ebedae7c872d92bbe9	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/S2-admin-process-positive/before-after.json	08f2ed49d46703fd9fdd26ebedae7c872d92bbe9	相等
删除	product/p52-form-workbench/receipts/S2-admin-process-positive/input.md	cece78474c37c552677770a3a249ce1e8e682a80	63d2fca848cb08e1aee4fc2bbe75ba63a4e42e96	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/S2-admin-process-positive/input.md	63d2fca848cb08e1aee4fc2bbe75ba63a4e42e96	相等
删除	product/p52-form-workbench/receipts/S2-admin-process-positive/requests.json	cece78474c37c552677770a3a249ce1e8e682a80	69c3e064fa6898c7426caf9a9bc14057ef851763	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/S2-admin-process-positive/requests.json	69c3e064fa6898c7426caf9a9bc14057ef851763	相等
删除	product/p52-form-workbench/receipts/S2-admin-process-positive/result.md	cece78474c37c552677770a3a249ce1e8e682a80	ebc48ba14e4b6ca9cb45447b17a2a53adc7eb21e	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/S2-admin-process-positive/result.md	ebc48ba14e4b6ca9cb45447b17a2a53adc7eb21e	相等
删除	product/p52-form-workbench/receipts/S2-admin-process-positive/timeline.md	cece78474c37c552677770a3a249ce1e8e682a80	ec18063743ae54bcf4451d38e0a1a25c402b1754	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/S2-admin-process-positive/timeline.md	ec18063743ae54bcf4451d38e0a1a25c402b1754	相等
删除	product/p52-form-workbench/receipts/completion-p52-form-workbench-20260901.md	cece78474c37c552677770a3a249ce1e8e682a80	51ff2d87228acb2b9c7bafe27051b767e1231010	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/completion-p52-form-workbench-20260901.md	51ff2d87228acb2b9c7bafe27051b767e1231010	相等
删除	product/p52-form-workbench/receipts/p52-stage3-terminal-sync-20260902.md	cece78474c37c552677770a3a249ce1e8e682a80	251c76e9e860a80ff256bff2325fc76ede31570e	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/p52-stage3-terminal-sync-20260902.md	251c76e9e860a80ff256bff2325fc76ede31570e	相等
删除	product/p52-form-workbench/receipts/planning-execution-prompt-p52-form-workbench-01.md	cece78474c37c552677770a3a249ce1e8e682a80	c9b9fe360dff5b96c9b2291ec6f59ac711ea7cef	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/planning-execution-prompt-p52-form-workbench-01.md	c9b9fe360dff5b96c9b2291ec6f59ac711ea7cef	相等
删除	product/p52-form-workbench/receipts/planning-execution-prompt-p52-form-workbench-02.md	cece78474c37c552677770a3a249ce1e8e682a80	f5aa8095cee63852875ad3b0ae2c4ea20213cf1b	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/planning-execution-prompt-p52-form-workbench-02.md	f5aa8095cee63852875ad3b0ae2c4ea20213cf1b	相等
删除	product/p52-form-workbench/receipts/planning-final-review-p52-form-workbench-20260902.md	cece78474c37c552677770a3a249ce1e8e682a80	b44dea968c626be2c0438cbd84f161d62f66bda2	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/planning-final-review-p52-form-workbench-20260902.md	b44dea968c626be2c0438cbd84f161d62f66bda2	相等
删除	product/p52-form-workbench/receipts/planning-rereview-p52-form-workbench-02.md	cece78474c37c552677770a3a249ce1e8e682a80	7a70e4c00ca22ad671af0e40aea06833a2ad0734	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/planning-rereview-p52-form-workbench-02.md	7a70e4c00ca22ad671af0e40aea06833a2ad0734	相等
删除	product/p52-form-workbench/receipts/planning-rereview-p52-form-workbench-03.md	cece78474c37c552677770a3a249ce1e8e682a80	9885c07325c83e0ac948cb5d00d926b951309a90	0712bb9ed2b888252d4d8be6fe431610e269ddc0	product/p52-form-workbench/receipts/planning-rereview-p52-form-workbench-03.md	9885c07325c83e0ac948cb5d00d926b951309a90	相等
